"","peaks","fips","cases","county","state","Region","lat","lng","population","per_dem","urban_code","median.income","unemployed.rate"
"2042","peak 1","39061",82,"Hamilton","Ohio","Midwest",39.1955,-84.5428,813589,0.57147697184455,1,60251,7.8
"2043","peak 1","39063",15,"Hancock","Ohio","Midwest",41.0019,-83.6665,75837,0.303242113951149,4,62720,6.8
"2044","peak 1","39065",0.714285714285714,"Hardin","Ohio","Midwest",40.6616,-83.6595,31425,0.231146674718804,6,51155,8.1
"2045","peak 1","39067",0.285714285714286,"Harrison","Ohio","Midwest",40.2938,-81.0911,15211,0.230960156760287,6,50137,9.2
"2046","peak 1","39069",3.42857142857143,"Henry","Ohio","Midwest",41.3339,-84.0682,27208,0.275128691411542,6,61351,8.1
"2047","peak 1","39071",3,"Highland","Ohio","Midwest",39.1847,-83.601,43016,0.193077861353934,6,47126,8.7
"2048","peak 1","39073",1.14285714285714,"Hocking","Ohio","Midwest",39.4971,-82.4793,28390,0.280671296296296,1,51016,7.4
"2049","peak 1","39075",2.28571428571429,"Holmes","Ohio","Midwest",40.5612,-81.9293,43901,0.15401251255117,7,62596,3.9
"2050","peak 1","39077",3.71428571428571,"Huron","Ohio","Midwest",41.1462,-82.5984,58339,0.285362265538801,4,56704,9.5
"2051","peak 1","39079",2,"Jackson","Ohio","Midwest",39.0196,-82.6184,32450,0.223806948763012,7,50671,8.7
"2052","peak 1","39081",2.42857142857143,"Jefferson","Ohio","Midwest",40.385,-80.761,66371,0.300281757688388,3,47652,10.1
"2053","peak 1","39083",6.28571428571429,"Knox","Ohio","Midwest",40.3988,-82.4215,61481,0.273552455570419,4,59957,6.2
"2054","peak 1","39085",14.5714285714286,"Lake","Ohio","Midwest",41.6966,-81.2373,229954,0.425365300477362,1,65040,8.4
"2055","peak 1","39087",5.14285714285714,"Lawrence","Ohio","Midwest",38.5984,-82.5368,60184,0.266256621751342,2,46433,8.5
"2056","peak 1","39089",26.4285714285714,"Licking","Ohio","Midwest",40.0916,-82.4831,173750,0.35086508863178,1,66321,6.5
"2057","peak 1","39091",1.85714285714286,"Logan","Ohio","Midwest",40.3885,-83.7658,45316,0.216321465251626,6,60624,8.3
"2058","peak 1","39093",18.5714285714286,"Lorain","Ohio","Midwest",41.2956,-82.1512,307670,0.48061764388295,1,59201,9.9
"2059","peak 1","39095",72.8571428571429,"Lucas","Ohio","Midwest",41.6199,-83.6583,431102,0.575263055581863,2,49924,10.4
"2060","peak 1","39097",2.57142857142857,"Madison","Ohio","Midwest",39.894,-83.4002,44135,0.286980609418283,1,65696,5.9
"2061","peak 1","39099",19.8571428571429,"Mahoning","Ohio","Midwest",41.0146,-80.7763,229961,0.484516584570381,2,48018,10.2
"2062","peak 1","39101",5.85714285714286,"Marion","Ohio","Midwest",40.5872,-83.1609,65299,0.297253576820764,4,51479,7.6
"2063","peak 1","39103",9.42857142857143,"Medina","Ohio","Midwest",41.1176,-81.8997,177980,0.376092605716986,1,78540,7.6
"2064","peak 1","39105",0.428571428571429,"Meigs","Ohio","Midwest",39.0822,-82.0229,23078,0.227559127020363,6,43754,9.6
"2065","peak 1","39107",12.2857142857143,"Mercer","Ohio","Midwest",40.5399,-84.6294,40884,0.169605656327596,7,67075,5.4
"2066","peak 1","39109",11.8571428571429,"Miami","Ohio","Midwest",40.0535,-84.2289,105371,0.270182156903333,2,63524,7
"2067","peak 1","39111",0,"Monroe","Ohio","Midwest",39.7274,-81.0829,13942,0.224538332400672,8,48231,10.6
"2068","peak 1","39113",69,"Montgomery","Ohio","Midwest",39.7546,-84.2906,531670,0.503022290087708,2,54704,8.6
"2069","peak 1","39115",0.285714285714286,"Morgan","Ohio","Midwest",39.6204,-81.8527,14640,0.25193515408208,6,46883,9.3
"2070","peak 1","39117",2.14285714285714,"Morrow","Ohio","Midwest",40.5241,-82.7941,35043,0.219320582976648,1,59498,7.1
"2071","peak 1","39119",3.42857142857143,"Muskingum","Ohio","Midwest",39.9654,-81.9444,86131,0.295835907574447,4,52105,7.8
"2072","peak 1","39121",0,"Noble","Ohio","Midwest",39.766,-81.4556,14416,0.184455305060697,7,50788,9.6
"2073","peak 1","39123",6.57142857142857,"Ottawa","Ohio","Midwest",41.5381,-83.1409,40632,0.375223893031199,4,63352,9.1
"2074","peak 1","39125",1.42857142857143,"Paulding","Ohio","Midwest",41.1166,-84.5802,18809,0.233759374669906,6,58100,7.5
"2075","peak 1","39127",1.14285714285714,"Perry","Ohio","Midwest",39.7371,-82.2361,36022,0.24575712143928,1,51875,8.4
"2076","peak 1","39129",4.71428571428571,"Pickaway","Ohio","Midwest",39.6419,-83.0244,57762,0.258356619857805,1,63931,6.8
"2077","peak 1","39131",1.14285714285714,"Pike","Ohio","Midwest",39.0773,-83.0668,28000,0.250563970351273,7,46255,9.4
"2078","peak 1","39133",10.5714285714286,"Portage","Ohio","Midwest",41.1677,-81.1974,162511,0.430314219519259,2,57439,7.3
"2079","peak 1","39135",2.14285714285714,"Preble","Ohio","Midwest",39.7415,-84.648,41093,0.206015865009858,6,62128,6.7
"2080","peak 1","39137",1.71428571428571,"Putnam","Ohio","Midwest",41.0221,-84.1317,33911,0.160383514883791,6,73454,5.6
"2081","peak 1","39139",5.57142857142857,"Richland","Ohio","Midwest",40.7747,-82.5365,121100,0.294122551062943,3,51883,9
"2082","peak 1","39141",11,"Ross","Ohio","Midwest",39.3376,-83.057,76948,0.317036547644073,4,54728,8
"2083","peak 1","39143",6.42857142857143,"Sandusky","Ohio","Midwest",41.3563,-83.1462,59029,0.352330917071224,4,58415,8.1
"2084","peak 1","39145",4,"Scioto","Ohio","Midwest",38.804,-82.9928,76040,0.283333853402815,4,45410,8.7
"2085","peak 1","39147",5,"Seneca","Ohio","Midwest",41.1239,-83.1277,55351,0.320263463773731,4,55664,8.1
"2086","peak 1","39149",4.57142857142857,"Shelby","Ohio","Midwest",40.3316,-84.2048,48749,0.176775675033653,4,64304,7.7
"2087","peak 1","39151",19.5714285714286,"Stark","Ohio","Midwest",40.8139,-81.3656,372404,0.399749314036834,2,55623,8.1
"2088","peak 1","39153",39.4285714285714,"Summit","Ohio","Midwest",41.126,-81.5322,541334,0.540757933918773,2,57753,8.2
"2089","peak 1","39155",18.4285714285714,"Trumbull","Ohio","Midwest",41.3172,-80.7611,200367,0.440777814081049,2,47966,10.4
"2090","peak 1","39157",5.28571428571429,"Tuscarawas","Ohio","Midwest",40.4409,-81.4738,92335,0.292831989094627,4,54150,7.6
"2091","peak 1","39159",4,"Union","Ohio","Midwest",40.2994,-83.3716,56707,0.333114067872627,1,91597,5.8
"2092","peak 1","39161",0.714285714285714,"Van Wert","Ohio","Midwest",40.8554,-84.5861,28261,0.204944871366522,6,55361,7
"2093","peak 1","39163",0.142857142857143,"Vinton","Ohio","Midwest",39.251,-82.4853,13083,0.220729684908789,8,46301,9.1
"2094","peak 1","39165",20.5714285714286,"Warren","Ohio","Midwest",39.4276,-84.1668,229132,0.338493754592212,1,91645,6.4
"2095","peak 1","39167",1.85714285714286,"Washington","Ohio","Midwest",39.4553,-81.4953,60426,0.288564203427929,4,52565,8.6
"2096","peak 1","39169",5.85714285714286,"Wayne","Ohio","Midwest",40.8289,-81.888,116099,0.306910082346223,4,58747,5.9
"2097","peak 1","39171",1.71428571428571,"Williams","Ohio","Midwest",41.5603,-84.5882,36816,0.259610744732186,6,54239,7.8
"2098","peak 1","39173",15.5714285714286,"Wood","Ohio","Midwest",41.3617,-83.623,130150,0.452934301818128,2,64723,7.1
"2099","peak 1","39175",3.85714285714286,"Wyandot","Ohio","Midwest",40.8424,-83.3044,22000,0.239947322212467,7,61733,7
"2100","peak 1","40001",9.85714285714286,"Adair","Oklahoma","South",35.8839,-94.6587,22220,0.195132245357344,6,39589,5.8
"2101","peak 1","40003",0,"Alfalfa","Oklahoma","South",36.7311,-98.324,5847,0.102564102564103,9,57497,3.6
"2102","peak 1","40005",1.42857142857143,"Atoka","Oklahoma","South",34.3736,-96.0378,13823,0.141955835962145,9,41872,7
"2103","peak 1","40007",0.571428571428571,"Beaver","Oklahoma","South",36.7496,-100.4768,5377,0.0872359963269054,9,55397,2.7
"2104","peak 1","40009",1,"Beckham","Oklahoma","South",35.2687,-99.682,22268,0.131857070961248,7,50512,7.5
"2105","peak 1","40011",1,"Blaine","Oklahoma","South",35.8752,-98.4334,9556,0.176365034606511,6,50574,5.9
"2106","peak 1","40013",10.8571428571429,"Bryan","Oklahoma","South",33.9623,-96.2598,46457,0.207999499248873,6,44074,5.1
"2107","peak 1","40015",8.42857142857143,"Caddo","Oklahoma","South",35.1744,-98.3751,29242,0.270818541434223,6,45755,5.9
"2108","peak 1","40017",22.2857142857143,"Canadian","Oklahoma","South",35.5424,-97.9824,140455,0.270293832741363,1,75111,6
"2109","peak 1","40019",5.57142857142857,"Carter","Oklahoma","South",34.2509,-97.2858,48319,0.229477899276144,5,51895,7
"2110","peak 1","40021",11.1428571428571,"Cherokee","Oklahoma","South",35.9067,-94.9997,48664,0.340239358699334,6,45544,5.4
"2111","peak 1","40023",1.57142857142857,"Choctaw","Oklahoma","South",34.0266,-95.5522,14807,0.185528120713306,7,37131,7.6
"2112","peak 1","40025",0,"Cimarron","Oklahoma","South",36.7483,-102.5177,2174,0.0664136622390892,9,47602,2
"2113","peak 1","40027",61,"Cleveland","Oklahoma","South",35.2031,-97.3265,279274,0.415994589991484,1,64706,5.6
"2114","peak 1","40029",0.857142857142857,"Coal","Oklahoma","South",34.5882,-96.2978,5581,0.148177496038035,9,41273,6.6
"2115","peak 1","40031",14.1428571428571,"Comanche","Oklahoma","South",34.6621,-98.4717,121762,0.38581572226432,3,51184,6.7
"2116","peak 1","40033",0.571428571428571,"Cotton","Oklahoma","South",34.2902,-98.3722,5858,0.152799377916019,3,46450,7
"2117","peak 1","40035",2.28571428571429,"Craig","Oklahoma","South",36.7618,-95.2085,14390,0.201757294429708,6,42978,5.4
"2118","peak 1","40037",16.5714285714286,"Creek","Oklahoma","South",35.9026,-96.3708,71427,0.21560399934437,2,54737,6.5
"2119","peak 1","40039",6.57142857142857,"Custer","Oklahoma","South",35.6388,-99.0015,29152,0.22158825180058,7,51803,5.4
"2120","peak 1","40041",10,"Delaware","Oklahoma","South",36.4082,-94.8026,42433,0.201333719918817,6,44602,5.3
"2121","peak 1","40043",0.285714285714286,"Dewey","Oklahoma","South",35.9876,-99.0079,4922,0.0907164052564646,9,56316,4.8
"2122","peak 1","40045",0.428571428571429,"Ellis","Oklahoma","South",36.2183,-99.7546,4015,0.0864922584089696,9,54013,4.5
"2123","peak 1","40047",14.8571428571429,"Garfield","Oklahoma","South",36.3791,-97.7827,61898,0.219304502897905,5,58381,5.5
"2124","peak 1","40049",3.85714285714286,"Garvin","Oklahoma","South",34.7046,-97.3093,27835,0.170756271745102,6,46786,6.2
"2125","peak 1","40051",8.85714285714286,"Grady","Oklahoma","South",35.0169,-97.8841,55071,0.179386173758712,1,63647,6.1
"2126","peak 1","40053",0.142857142857143,"Grant","Oklahoma","South",36.7961,-97.7861,4397,0.125786163522013,9,60303,3.3
"2127","peak 1","40055",1,"Greer","Oklahoma","South",34.9357,-99.5608,5861,0.166244298023315,7,38641,7.4
"2128","peak 1","40057",0.142857142857143,"Harmon","Oklahoma","South",34.7441,-99.8462,2710,0.189710610932476,9,37988,3.5
"2129","peak 1","40059",0.285714285714286,"Harper","Oklahoma","South",36.7888,-99.6674,3760,0.0914593140551446,9,40265,3.3
"2130","peak 1","40061",0.857142857142857,"Haskell","Oklahoma","South",35.2248,-95.1166,12687,0.156162744315915,6,41643,7.8
"2131","peak 1","40063",7.28571428571429,"Hughes","Oklahoma","South",35.0484,-96.2502,13372,0.189211447395512,7,37631,7.5
"2132","peak 1","40065",22.1428571428571,"Jackson","Oklahoma","South",34.588,-99.4148,25063,0.200218951465758,7,48430,4.1
"2133","peak 1","40067",1,"Jefferson","Oklahoma","South",34.111,-97.8358,6158,0.133752620545073,8,39785,6.7
"2134","peak 1","40069",1.57142857142857,"Johnston","Oklahoma","South",34.3165,-96.6606,11064,0.173606210303458,9,41805,7.7
"2135","peak 1","40071",4.85714285714286,"Kay","Oklahoma","South",36.818,-97.1439,44402,0.234216476317468,5,48522,6.7
"2136","peak 1","40073",2.28571428571429,"Kingfisher","Oklahoma","South",35.9454,-97.9421,15694,0.132095901005414,6,68839,4.3
"2137","peak 1","40075",0.857142857142857,"Kiowa","Oklahoma","South",34.9164,-98.9809,8886,0.20396848555588,6,39788,5
"2138","peak 1","40077",1.85714285714286,"Latimer","Oklahoma","South",34.876,-95.2504,10348,0.179336314426924,7,42014,10
"2139","peak 1","40079",5,"Le Flore","Oklahoma","South",34.9003,-94.7034,50026,0.17543206593991,2,42378,7
"2140","peak 1","40081",4.85714285714286,"Lincoln","Oklahoma","South",35.703,-96.8809,34895,0.175241805480924,1,51012,5.6
"2141","peak 1","40083",3.85714285714286,"Logan","Oklahoma","South",35.9193,-97.4433,46683,0.252850653564476,1,66625,5.1
"2142","peak 1","40085",0.857142857142857,"Love","Oklahoma","South",33.9499,-97.2441,10063,0.174435721295388,9,51481,4.2
"2143","peak 1","40087",7.57142857142857,"McClain","Oklahoma","South",35.0093,-97.4443,39247,0.186213349968808,1,75009,5.5
"2144","peak 1","40089",12.5714285714286,"McCurtain","Oklahoma","South",34.1154,-94.7713,33016,0.162030173541467,7,40803,6.6
"2145","peak 1","40091",3.71428571428571,"McIntosh","Oklahoma","South",35.3736,-95.6668,19725,0.243671265746851,6,40614,8.4
"2146","peak 1","40093",0.857142857142857,"Major","Oklahoma","South",36.3116,-98.5359,7692,0.0922988174214018,9,59690,4.7
"2147","peak 1","40095",1.85714285714286,"Marshall","Oklahoma","South",34.0245,-96.7691,16505,0.181398416886544,6,45005,6.4
"2148","peak 1","40097",9.85714285714286,"Mayes","Oklahoma","South",36.3019,-95.2308,41044,0.215385540719355,6,49293,5
"2149","peak 1","40099",3.14285714285714,"Murray","Oklahoma","South",34.4823,-97.0679,13946,0.196131659314557,7,50965,6.2
"2150","peak 1","40101",12.2857142857143,"Muskogee","Oklahoma","South",35.6161,-95.3795,68736,0.320043060484032,4,43392,6
"2151","peak 1","40103",2,"Noble","Oklahoma","South",36.3886,-97.2305,11335,0.203118671526934,6,56307,4.1
"2152","peak 1","40105",0.571428571428571,"Nowata","Oklahoma","South",36.7985,-95.6174,10322,0.162149851969939,6,47456,5.2
"2153","peak 1","40107",2.14285714285714,"Okfuskee","Oklahoma","South",35.4655,-96.3228,12067,0.221892025755324,6,39265,6.6
"2154","peak 1","40109",188.571428571429,"Oklahoma","Oklahoma","South",35.5515,-97.4072,787216,0.480844133812852,1,56272,6.4
"2155","peak 1","40111",13.2857142857143,"Okmulgee","Oklahoma","South",35.6466,-95.9643,38749,0.304408579612939,2,41725,7.2
"2156","peak 1","40113",8.28571428571429,"Osage","Oklahoma","South",36.6292,-96.3985,47226,0.292238776901354,2,50667,6.4
"2157","peak 1","40115",7.14285714285714,"Ottawa","Oklahoma","South",36.8355,-94.8104,31454,0.234831264207029,6,41530,5.7
"2158","peak 1","40117",3.28571428571429,"Pawnee","Oklahoma","South",36.3169,-96.6992,16412,0.200854700854701,2,47646,6.5
"2159","peak 1","40119",12.2857142857143,"Payne","Oklahoma","South",36.0773,-96.9756,81815,0.367844010390311,4,43025,5.3
"2160","peak 1","40121",6.42857142857143,"Pittsburg","Oklahoma","South",34.9239,-95.7484,44146,0.210220932827494,5,47215,7.6
"2161","peak 1","40123",4,"Pontotoc","Oklahoma","South",34.7281,-96.6844,38355,0.268733681462141,7,49510,5.2
"2162","peak 1","40125",12.7142857142857,"Pottawatomie","Oklahoma","South",35.2066,-96.9484,72154,0.258116019159127,4,52747,6.1
"2163","peak 1","40127",3,"Pushmataha","Oklahoma","South",34.4162,-95.3759,11128,0.140958008018569,9,37718,6.7
"2164","peak 1","40129",0.428571428571429,"Roger Mills","Oklahoma","South",35.6883,-99.6958,3667,0.0916030534351145,9,59286,4.8
"2165","peak 1","40131",23.4285714285714,"Rogers","Oklahoma","South",36.3716,-95.6044,91353,0.215226808520189,2,67054,5.8
"2166","peak 1","40133",8.14285714285714,"Seminole","Oklahoma","South",35.1675,-96.6155,24832,0.257886529926832,7,40725,7.4
"2167","peak 1","40135",8.71428571428571,"Sequoyah","Oklahoma","South",35.4954,-94.7552,41709,0.197257246847784,2,43038,6.8
"2168","peak 1","40137",3,"Stephens","Oklahoma","South",34.4856,-97.8515,43647,0.165503489531406,4,47826,7.7
"2169","peak 1","40139",1.57142857142857,"Texas","Oklahoma","South",36.7479,-101.4901,20805,0.161927187103786,7,56014,2.3
"2170","peak 1","40141",2,"Tillman","Oklahoma","South",34.3728,-98.9242,7413,0.220457902511078,6,41251,6.3
"2171","peak 1","40143",177.285714285714,"Tulsa","Oklahoma","South",36.1211,-95.9415,646419,0.408717629500746,2,57668,6.6
"2172","peak 1","40145",16.1428571428571,"Wagoner","Oklahoma","South",35.9611,-95.5212,78958,0.239515535683966,2,65191,5.8
"2173","peak 1","40147",5.42857142857143,"Washington","Oklahoma","South",36.7152,-95.9044,51886,0.246372494787456,4,62515,5.9
"2174","peak 1","40149",0.857142857142857,"Washita","Oklahoma","South",35.2904,-98.9922,11225,0.125183169353151,7,50823,6.7
"2175","peak 1","40151",0.571428571428571,"Woods","Oklahoma","South",36.7669,-98.8651,9043,0.16068515497553,7,40684,3.4
"2176","peak 1","40153",1.42857142857143,"Woodward","Oklahoma","South",36.4227,-99.2651,20727,0.129094412331407,7,73253,6.7
"2177","peak 1","41001",1.28571428571429,"Baker","Oregon","West",44.7092,-117.6753,16019,0.236206202174789,7,48530,7.2
"2178","peak 1","41003",0.857142857142857,"Benton","Oregon","West",44.4918,-123.4293,91107,0.678554518077994,3,69148,5.6
"2179","peak 1","41005",19.2857142857143,"Clackamas","Oregon","West",45.188,-122.2209,410463,0.539597716538794,1,80539,7.2
"2180","peak 1","41007",0.571428571428571,"Clatsop","Oregon","West",45.9951,-123.6558,39102,0.540192388122125,4,59339,9.6
"2181","peak 1","41009",1,"Columbia","Oregon","West",45.9438,-123.0883,51375,0.429378355730735,1,72285,7.9
"2182","peak 1","41011",1.57142857142857,"Coos","Oregon","West",43.1742,-124.0594,63686,0.384167228590695,5,49504,8.6
"2183","peak 1","41013",0.571428571428571,"Crook","Oregon","West",44.1422,-120.3566,23011,0.246051268772657,6,58739,8.8
"2184","peak 1","41015",0.428571428571429,"Curry","Oregon","West",42.4576,-124.1568,22650,0.405896147403685,7,51267,8.7
"2185","peak 1","41017",12.7142857142857,"Deschutes","Oregon","West",43.9151,-121.2281,186251,0.526709998882093,3,71880,7.9
"2186","peak 1","41019",4.14285714285714,"Douglas","Oregon","West",43.2797,-123.1665,109114,0.297751324806912,4,48940,7.7
"2187","peak 1","41021",0.142857142857143,"Gilliam","Oregon","West",45.3783,-120.2108,1878,0.275042444821732,9,61205,6.1
"2188","peak 1","41023",0.142857142857143,"Grant","Oregon","West",44.4916,-119.0073,7189,0.20213228894691,9,49792,8.3
"2189","peak 1","41025",0.428571428571429,"Harney","Oregon","West",43.0641,-118.968,7267,0.199509038161125,7,39874,5.9
"2190","peak 1","41027",2.57142857142857,"Hood River","Oregon","West",45.519,-121.651,23209,0.66951871657754,6,68835,6.3
"2191","peak 1","41029",7,"Jackson","Oregon","West",42.4322,-122.7285,216574,0.467723036999174,3,56367,7.8
"2192","peak 1","41031",7.42857142857143,"Jefferson","Oregon","West",44.6294,-121.1762,23607,0.368756820280366,6,52543,8.2
"2193","peak 1","41033",1.71428571428571,"Josephine","Oregon","West",42.3655,-123.5555,86251,0.357293623283825,3,47533,7.9
"2194","peak 1","41035",3.71428571428571,"Klamath","Oregon","West",42.6864,-121.6502,66921,0.282851385939117,5,53030,8.7
"2195","peak 1","41037",0.285714285714286,"Lake","Oregon","West",42.7935,-120.3874,7837,0.181526472610589,7,47867,5.6
"2196","peak 1","41039",7.14285714285714,"Lane","Oregon","West",43.9388,-122.8475,373340,0.604563267987384,2,57212,7.9
"2197","peak 1","41041",1.28571428571429,"Lincoln","Oregon","West",44.642,-123.8682,48547,0.56580745948057,5,52276,10.9
"2198","peak 1","41043",3.57142857142857,"Linn","Oregon","West",44.4889,-122.535,125048,0.364977973568282,3,61084,7.8
"2199","peak 1","41045",11,"Malheur","Oregon","West",43.1934,-117.6231,30412,0.276177566926466,6,42019,5.2
"2200","peak 1","41047",34.7142857142857,"Marion","Oregon","West",44.9033,-122.5849,339641,0.48855220075634,2,64058,6.9
"2201","peak 1","41049",7.14285714285714,"Morrow","Oregon","West",45.4189,-119.5844,11303,0.267878077373974,6,59781,5.2
"2202","peak 1","41051",50.7142857142857,"Multnomah","Oregon","West",45.5468,-122.4147,804606,0.792067014767318,1,72469,8.6
"2203","peak 1","41053",5.85714285714286,"Polk","Oregon","West",44.9035,-123.4132,83037,0.474560477107536,2,69757,6.6
"2204","peak 1","41055",0,"Sherman","Oregon","West",45.4052,-120.6894,1642,0.21523178807947,9,60035,6.1
"2205","peak 1","41057",0.142857142857143,"Tillamook","Oregon","West",45.4637,-123.7127,26389,0.47761724301279,6,52298,8.1
"2206","peak 1","41059",34.8571428571429,"Umatilla","Oregon","West",45.5919,-118.7368,77129,0.324081360857195,4,58286,6.8
"2207","peak 1","41061",0.285714285714286,"Union","Oregon","West",45.3102,-118.0088,26337,0.284662740899358,7,54264,7.8
"2208","peak 1","41063",0,"Wallowa","Oregon","West",45.5799,-117.1811,7004,0.31559526121577,9,52106,7.1
"2209","peak 1","41065",2.28571428571429,"Wasco","Oregon","West",45.16,-121.1678,26130,0.467374380750177,6,56993,7.1
"2210","peak 1","41067",35.4285714285714,"Washington","Oregon","West",45.5601,-123.0984,589481,0.655394816530659,1,85665,6.5
"2211","peak 1","41071",5.14285714285714,"Yamhill","Oregon","West",45.2326,-123.3081,104831,0.461178147752151,1,71815,6.8
"2212","peak 1","42001",4,"Adams","Pennsylvania","Northeast",39.8715,-77.2179,102470,0.321031843989138,3,67706,6.9
"2213","peak 1","42003",122.714285714286,"Allegheny","Pennsylvania","Northeast",40.4688,-79.9812,1221744,0.594314293598234,1,64799,9
"2214","peak 1","42005",6.28571428571429,"Armstrong","Pennsylvania","Northeast",40.8123,-79.4645,65867,0.232526807808633,1,56259,9.8
"2215","peak 1","42007",21.1428571428571,"Beaver","Pennsylvania","Northeast",40.6823,-80.3493,165833,0.405027517477317,1,60323,10.3
"2216","peak 1","42009",2.57142857142857,"Bedford","Pennsylvania","Northeast",40.0065,-78.4903,48337,0.158373830419961,6,54251,9.1
"2217","peak 1","42011",24.5714285714286,"Berks","Pennsylvania","Northeast",40.4163,-75.926,418025,0.451955823683954,2,67418,9.5
"2218","peak 1","42013",4.85714285714286,"Blair","Pennsylvania","Northeast",40.481,-78.3486,123157,0.277317399166601,3,51004,8.7
"2219","peak 1","42015",1.14285714285714,"Bradford","Pennsylvania","Northeast",41.7887,-76.5154,60963,0.266786034019696,6,51356,7.5
"2220","peak 1","42017",43.2857142857143,"Bucks","Pennsylvania","Northeast",40.337,-75.1069,626806,0.516644205191882,1,93587,8.3
"2221","peak 1","42019",10.7142857142857,"Butler","Pennsylvania","Northeast",40.9118,-79.9133,186899,0.331035700101496,1,72576,7.9
"2222","peak 1","42021",6.71428571428571,"Cambria","Pennsylvania","Northeast",40.4953,-78.7137,133009,0.307903760591719,3,48798,9.5
"2223","peak 1","42023",0,"Cameron","Pennsylvania","Northeast",41.4368,-78.2039,4611,0.260476581758422,7,43704,12.6
"2224","peak 1","42025",4,"Carbon","Pennsylvania","Northeast",40.9182,-75.7088,63887,0.333402717892295,2,59985,9.8
"2225","peak 1","42027",9.71428571428571,"Centre","Pennsylvania","Northeast",40.9193,-77.82,161960,0.516885396100293,3,61036,5.8
"2226","peak 1","42029",33.7142857142857,"Chester","Pennsylvania","Northeast",39.9731,-75.7484,519560,0.577578043597369,1,102233,6.4
"2227","peak 1","42031",0.571428571428571,"Clarion","Pennsylvania","Northeast",41.1924,-79.421,38715,0.239983583850613,6,49173,8.2
"2228","peak 1","42033",2.42857142857143,"Clearfield","Pennsylvania","Northeast",41.0002,-78.4741,79908,0.244910877050841,4,46967,9.2
"2229","peak 1","42035",0.857142857142857,"Clinton","Pennsylvania","Northeast",41.2341,-77.6382,38915,0.312170212765957,4,50777,8.7
"2230","peak 1","42037",2.57142857142857,"Columbia","Pennsylvania","Northeast",41.0487,-76.4052,65715,0.337878155978313,3,54377,8.1
"2231","peak 1","42039",1.28571428571429,"Crawford","Pennsylvania","Northeast",41.6847,-80.1063,85665,0.30768498238263,4,49741,8.9
"2232","peak 1","42041",13.5714285714286,"Cumberland","Pennsylvania","Northeast",40.1636,-77.2655,249328,0.439598855891804,2,75269,6.7
"2233","peak 1","42043",16.7142857142857,"Dauphin","Pennsylvania","Northeast",40.4155,-76.7795,275632,0.535957602736008,2,60763,8.8
"2234","peak 1","42045",47.8571428571429,"Delaware","Pennsylvania","Northeast",39.9167,-75.3991,564554,0.62741408971265,1,76783,9.1
"2235","peak 1","42047",0.285714285714286,"Elk","Pennsylvania","Northeast",41.4252,-78.6491,30340,0.267479001537916,7,55462,12.3
"2236","peak 1","42049",9.85714285714286,"Erie","Pennsylvania","Northeast",41.9926,-80.0328,273835,0.498136165680646,2,51923,9.8
"2237","peak 1","42051",5.57142857142857,"Fayette","Pennsylvania","Northeast",39.9199,-79.6473,131302,0.329004329004329,1,48055,11.7
"2238","peak 1","42053",0,"Forest","Pennsylvania","Northeast",41.513,-79.236,7313,0.275132275132275,9,41267,10.6
"2239","peak 1","42055",16.7142857142857,"Franklin","Pennsylvania","Northeast",39.9274,-77.7213,154147,0.277558397187527,3,62699,7.6
"2240","peak 1","42057",0.285714285714286,"Fulton","Pennsylvania","Northeast",39.9254,-78.1127,14506,0.136016046132631,8,56357,11.5
"2241","peak 1","42059",1.57142857142857,"Greene","Pennsylvania","Northeast",39.8538,-80.2229,36870,0.277944422434773,6,56599,9.7
"2242","peak 1","42061",2.28571428571429,"Huntingdon","Pennsylvania","Northeast",40.417,-77.9812,45369,0.238899613899614,6,54323,10.4
"2243","peak 1","42063",5.42857142857143,"Indiana","Pennsylvania","Northeast",40.6521,-79.0875,85032,0.306665372105442,4,51299,9.1
"2244","peak 1","42065",0.571428571428571,"Jefferson","Pennsylvania","Northeast",41.1282,-78.9994,43846,0.198343848580442,7,50789,8.8
"2245","peak 1","42067",0.428571428571429,"Juniata","Pennsylvania","Northeast",40.5311,-77.4022,24624,0.187079631321099,6,57837,7.2
"2246","peak 1","42069",6.57142857142857,"Lackawanna","Pennsylvania","Northeast",41.4368,-75.6092,210652,0.537137163157439,2,53655,9.6
"2247","peak 1","42071",32.4285714285714,"Lancaster","Pennsylvania","Northeast",40.0424,-76.2477,540999,0.411717458907152,2,67515,7.5
"2248","peak 1","42073",7.57142857142857,"Lawrence","Pennsylvania","Northeast",40.9912,-80.3347,86727,0.346774893653963,4,50979,10.3
"2249","peak 1","42075",6.28571428571429,"Lebanon","Pennsylvania","Northeast",40.3672,-76.4577,139729,0.33304572907679,3,61560,7.9
"2250","peak 1","42077",17.7142857142857,"Lehigh","Pennsylvania","Northeast",40.6127,-75.5923,365052,0.532111979124371,2,65436,9.6
"2251","peak 1","42079",10.4285714285714,"Luzerne","Pennsylvania","Northeast",41.177,-75.989,317663,0.423118816078685,2,53439,10.9
"2252","peak 1","42081",2.85714285714286,"Lycoming","Pennsylvania","Northeast",41.3434,-77.0645,114330,0.286411043980153,3,53762,8.8
"2253","peak 1","42083",0.142857142857143,"McKean","Pennsylvania","Northeast",41.8077,-78.569,41401,0.261892530566115,7,53266,9.9
